-,sp,_
22437,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2243,skill_1:9582,skill_2:4984,simulated_poison:0,dx:3923,ds_poison:486,ds:1217
18900,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:1889,skill_1:8071,skill_2:4198,simulated_poison:0,dx:3305,ds_poison:409,ds:1025
-,sp,k
24681,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2714,skill_1:10540,skill_2:5483,simulated_poison:0,dx:4315,ds_poison:535,ds:1339
20791,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2286,skill_1:8878,skill_2:4618,simulated_poison:0,dx:3635,ds_poison:450,ds:1127
-,sp,r
24805,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2243,skill_1:11019,skill_2:5732,simulated_poison:0,dx:3923,ds_poison:486,ds:1399
20895,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:1889,skill_1:9282,skill_2:4828,simulated_poison:0,dx:3305,ds_poison:409,ds:1179
-,sp,kr
27285,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2714,skill_1:12121,skill_2:6305,simulated_poison:0,dx:4315,ds_poison:535,ds:1539
22984,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2286,skill_1:10210,skill_2:5311,simulated_poison:0,dx:3635,ds_poison:450,ds:1297
-,sp,d
23905,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2389,skill_1:10209,skill_2:5310,simulated_poison:0,dx:4180,ds_poison:518,ds:1296
20205,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2020,skill_1:8628,skill_2:4488,simulated_poison:0,dx:3533,ds_poison:438,ds:1096
-,sp,kd
26296,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2891,skill_1:11229,skill_2:5841,simulated_poison:0,dx:4598,ds_poison:570,ds:1426
22226,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2444,skill_1:9491,skill_2:4937,simulated_poison:0,dx:3886,ds_poison:482,ds:1205
-,sp,rd
26428,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2389,skill_1:11740,skill_2:6107,simulated_poison:0,dx:4180,ds_poison:518,ds:1491
22337,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2020,skill_1:9923,skill_2:5162,simulated_poison:0,dx:3533,ds_poison:438,ds:1260
-,sp,krd
29070,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,100% poison uptime,attack:2891,skill_1:12914,skill_2:6717,simulated_poison:0,dx:4598,ds_poison:570,ds:1640
24571,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,100% poison uptime,attack:2444,skill_1:10915,skill_2:5678,simulated_poison:0,dx:3886,ds_poison:482,ds:1386
-,sp,b
23316,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2105,skill_1:10688,skill_2:4942,simulated_poison:0,dx:3890,ds_poison:482,ds:1206
19640,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:1774,skill_1:9003,skill_2:4163,simulated_poison:0,dx:3276,ds_poison:406,ds:1016
-,sp,kb
25647,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2548,skill_1:11756,skill_2:5436,simulated_poison:0,dx:4279,ds_poison:530,ds:1327
21604,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:2146,skill_1:9903,skill_2:4579,simulated_poison:0,dx:3604,ds_poison:447,ds:1118
-,sp,rb
25841,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2105,skill_1:12291,skill_2:5683,simulated_poison:0,dx:3890,ds_poison:482,ds:1387
21768,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:1774,skill_1:10353,skill_2:4787,simulated_poison:0,dx:3276,ds_poison:406,ds:1169
-,sp,krb
28425,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2548,skill_1:13520,skill_2:6251,simulated_poison:0,dx:4279,ds_poison:530,ds:1526
23944,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:2146,skill_1:11389,skill_2:5266,simulated_poison:0,dx:3604,ds_poison:447,ds:1286
-,sp,db
24841,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2243,skill_1:11387,skill_2:5265,simulated_poison:0,dx:4144,ds_poison:514,ds:1285
20996,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:1896,skill_1:9624,skill_2:4450,simulated_poison:0,dx:3503,ds_poison:434,ds:1086
-,sp,kdb
27325,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2714,skill_1:12526,skill_2:5791,simulated_poison:0,dx:4558,ds_poison:565,ds:1414
23096,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:2294,skill_1:10587,skill_2:4895,simulated_poison:0,dx:3853,ds_poison:477,ds:1195
-,sp,rdb
27532,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2243,skill_1:13095,skill_2:6055,simulated_poison:0,dx:4144,ds_poison:514,ds:1478
23270,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:1896,skill_1:11068,skill_2:5118,simulated_poison:0,dx:3503,ds_poison:434,ds:1249
-,sp,krdb
30285,Lathna,5*,shadow,lance,5452,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],<hp70 & hp100>,99% poison uptime,attack:2714,skill_1:14404,skill_2:6660,simulated_poison:0,dx:4558,ds_poison:565,ds:1626
25597,_c_Lathna,5*,shadow,lance,4846,[Resounding_Rendition+The_Fires_of_Hate][Shinobi][Agito],!<hp70 & hp100>,99% poison uptime,attack:2294,skill_1:12175,skill_2:5629,simulated_poison:0,dx:3853,ds_poison:477,ds:1374
