-,60,_
36325,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Memory of a Friend,400429_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hit15 & hp=29.0%,,frostbite:52.9%,x:6714,fs:1719,s1:1082,s1_enhanced:11987,s4:5970,s4_frostbite:898,dx:3421,ds:4530
-,60,affliction
42186,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Me and My Bestie!,400435_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hit15 & hp=29.0%,,burn:100.0%;frostbite:52.9%,x:7795,fs:2002,s1:1272,s1_enhanced:13966,s4:6965,s4_frostbite:1070,dx:3920,ds:5191
-,120,_
51783,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Memory of a Friend,400429_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hit15 & hp=27.0%,,frostbite:67.8%,x:6877,fs:1494,s1:542,s1_enhanced:14259,s4:6641,s4_frostbite:1450,dx:13356,ds:7159
-,120,affliction
59892,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Me and My Bestie!,400435_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hit15 & hp=27.0%,,burn:100.0%;frostbite:67.8%,x:7942,fs:1743,s1:637,s1_enhanced:16569,s4:7748,s4_frostbite:1728,dx:15317,ds:8203
-,180,_
61779,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Memory of a Friend,400429_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hp50 & hit15 & hp=56.0%,,frostbite:74.3%,x:7905,fs:1665,s1:361,s1_enhanced:19033,s4:9020,s4_frostbite:1870,dx:15085,ds:6835
-,180,affliction
71366,Chelsea,110342_01_r05,flame,bow,4337,Gala Mars,200009_01,Ýdalir,306127_01_60101,Forest Bonds,400172_02,Me and My Bestie!,400435_02,The Synthetic Dragon,400239_02,His Clever Brother,400169_02,To the Extreme!,400095_02,Blade,,Wand,,Yukata Cassandra,110337_03_r05,Weapon,,Karina,110018_01_r04,0 frostbite res & hp50 & hit15 & hp=56.0%,,burn:100.0%;frostbite:74.3%,x:9110,fs:1935,s1:425,s1_enhanced:22047,s4:10488,s4_frostbite:2221,dx:17299,ds:7838
