-,60,_
13928,Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hp70 & hit15>,,attack:3709,skill_1:2479,dx:5763,ds:1974
10192,_c_Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hp70 & hit15>,,attack:2793,skill_1:1812,dx:4160,ds:1425
-,60,affliction
14813,Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hit15>,,attack:3977,skill_1:2550,dx:6557,ds:1728
11211,_c_Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hit15>,,attack:3093,skill_1:1967,dx:4866,ds:1282
-,120,_
13290,Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hp70 & hit15>,,attack:4392,skill_1:3023,dx:4890,ds:982
9687,_c_Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hp70 & hit15>,,attack:3237,skill_1:2205,dx:3534,ds:709
-,120,affliction
14329,Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hit15>,,attack:4813,skill_1:2970,dx:5661,ds:884
10771,_c_Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hit15>,,attack:3655,skill_1:2258,dx:4201,ds:656
-,180,_
12243,Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hp70 & hit15>,,attack:5007,skill_1:3319,dx:3255,ds:660
8924,_c_Jurota,3*,water,blade,7291,Resounding_Rendition,Breakfast_at_Valerios,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hp70 & hit15>,,attack:3670,skill_1:2426,dx:2349,ds:476
-,180,affliction
13211,Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,<hit10 & hit15>,,attack:5299,skill_1:3416,dx:3842,ds:653
9927,_c_Jurota,3*,water,blade,7249,Primal_Crisis,His_Clever_Brother,Leviathan,Agito1,Tiki,Xander,Dagger,Weapon,,!<hit10 & hit15>,,attack:3994,skill_1:2582,dx:2859,ds:491
