-,sp,_
50802,Fjorm,5*,water,lance,7536,Unexpected_Requests,Valiant_Crown,Leviathan,Agito1,Blade,Dagger2,Axe2,Weapon,Yue,<80 bog res & last offense & hp100>,4x Fjorm in 22.60s with sufficient dprep; 35% bog uptime; 74% frostbite uptime,attack:305,skill_1:4872,s1_frostbite:1013,skill_2:7615,s2_reflect:1342,dx:27978,ds:7674
35298,_c_Fjorm,5*,water,lance,7536,Unexpected_Requests,Valiant_Crown,Leviathan,Agito1,Blade,Dagger2,Axe2,Weapon,Yue,!<80 bog res & last offense>,4x Fjorm in 22.60s with sufficient dprep; 74% frostbite uptime,attack:207,skill_1:3389,s1_frostbite:704,skill_2:5297,s2_reflect:1342,dx:18750,ds:5605
-,sp,affliction
50802,Fjorm,5*,water,lance,7536,Unexpected_Requests,Valiant_Crown,Leviathan,Agito1,Blade,Dagger2,Axe2,Weapon,Yue,<80 bog res & last offense & hp100>,4x Fjorm in 22.60s with sufficient dprep; 35% bog uptime,attack:305,skill_1:4872,s1_frostbite:1013,skill_2:7615,s2_reflect:1342,dx:27978,ds:7674
35298,_c_Fjorm,5*,water,lance,7536,Unexpected_Requests,Valiant_Crown,Leviathan,Agito1,Blade,Dagger2,Axe2,Weapon,Yue,!<80 bog res & last offense>,4x Fjorm in 22.60s with sufficient dprep,attack:207,skill_1:3389,s1_frostbite:704,skill_2:5297,s2_reflect:1342,dx:18750,ds:5605
