-,sp,_
14033,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1982,force_strike:286,skill_1:6133,s1_frostbite:1257,skill_2:864,team_buff:2218,dx:640,ds:648
9634,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1601,force_strike:231,skill_1:3857,s1_frostbite:0,skill_2:690,team_buff:2218,dx:513,ds:520
-,sp,k
15215,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2399,force_strike:315,skill_1:6747,s1_frostbite:1382,skill_2:951,team_buff:2218,dx:704,ds:713
10375,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1937,force_strike:255,skill_1:4243,s1_frostbite:0,skill_2:759,team_buff:2218,dx:564,ds:572
-,sp,r
15369,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1982,force_strike:286,skill_1:7053,s1_frostbite:1445,skill_2:994,team_buff:2218,dx:640,ds:746
10394,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1601,force_strike:231,skill_1:4436,s1_frostbite:0,skill_2:794,team_buff:2218,dx:513,ds:598
-,sp,kr
16684,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2399,force_strike:315,skill_1:7759,s1_frostbite:1590,skill_2:1094,team_buff:2218,dx:704,ds:820
11211,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1937,force_strike:255,skill_1:4879,s1_frostbite:0,skill_2:873,team_buff:2218,dx:564,ds:657
-,sp,d
14806,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2112,force_strike:305,skill_1:6535,s1_frostbite:1339,skill_2:921,team_buff:2218,dx:682,ds:691
10146,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1712,force_strike:248,skill_1:4123,s1_frostbite:0,skill_2:738,team_buff:2218,dx:548,ds:555
-,sp,kd
16065,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2556,force_strike:335,skill_1:7188,s1_frostbite:1473,skill_2:1013,team_buff:2218,dx:750,ds:760
10938,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:2071,force_strike:272,skill_1:4536,s1_frostbite:0,skill_2:812,team_buff:2218,dx:603,ds:611
-,sp,rd
16229,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2112,force_strike:305,skill_1:7515,s1_frostbite:1540,skill_2:1059,team_buff:2218,dx:682,ds:795
10958,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1712,force_strike:248,skill_1:4742,s1_frostbite:0,skill_2:849,team_buff:2218,dx:548,ds:639
-,sp,krd
17630,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2556,force_strike:335,skill_1:8266,s1_frostbite:1694,skill_2:1165,team_buff:2218,dx:750,ds:874
11832,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:2071,force_strike:272,skill_1:5216,s1_frostbite:0,skill_2:933,team_buff:2218,dx:603,ds:703
-,sp,b
14945,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1870,force_strike:297,skill_1:6766,s1_frostbite:1362,skill_2:1191,team_buff:2221,dx:613,ds:620
10163,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1510,force_strike:241,skill_1:4238,s1_frostbite:0,skill_2:955,team_buff:2221,dx:493,ds:500
-,sp,kb
16218,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2263,force_strike:327,skill_1:7443,s1_frostbite:1498,skill_2:1310,team_buff:2221,dx:675,ds:682
10957,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1828,force_strike:265,skill_1:4662,s1_frostbite:0,skill_2:1051,team_buff:2221,dx:543,ds:550
-,sp,rb
16436,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1870,force_strike:297,skill_1:7781,s1_frostbite:1567,skill_2:1370,team_buff:2221,dx:613,ds:713
11017,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1510,force_strike:241,skill_1:4874,s1_frostbite:0,skill_2:1099,team_buff:2221,dx:493,ds:575
-,sp,krb
17858,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2263,force_strike:327,skill_1:8559,s1_frostbite:1723,skill_2:1507,team_buff:2221,dx:675,ds:784
11896,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1828,force_strike:265,skill_1:5361,s1_frostbite:0,skill_2:1209,team_buff:2221,dx:543,ds:632
-,sp,db
15778,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1993,force_strike:316,skill_1:7209,s1_frostbite:1451,skill_2:1269,team_buff:2221,dx:654,ds:660
10711,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1615,force_strike:258,skill_1:4531,s1_frostbite:0,skill_2:1021,team_buff:2221,dx:527,ds:534
-,sp,kdb
17133,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2411,force_strike:348,skill_1:7930,s1_frostbite:1596,skill_2:1396,team_buff:2221,dx:719,ds:726
11560,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1954,force_strike:283,skill_1:4984,s1_frostbite:0,skill_2:1124,team_buff:2221,dx:580,ds:587
-,sp,rdb
17366,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:1993,force_strike:316,skill_1:8290,s1_frostbite:1669,skill_2:1460,team_buff:2221,dx:654,ds:760
11624,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1615,force_strike:258,skill_1:5210,s1_frostbite:0,skill_2:1175,team_buff:2221,dx:527,ds:614
-,sp,krdb
18881,Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],<hp70 & 0 frostbite res>,90% frostbite uptime,attack:2411,force_strike:348,skill_1:9119,s1_frostbite:1836,skill_2:1606,team_buff:2221,dx:719,ds:836
12564,_c_Xainfried,5*,water,lance,4803,[Resounding_Rendition+His_Clever_Brother][Siren][HDT2],!<hp70 & 0 frostbite res>,,attack:1954,force_strike:283,skill_1:5732,s1_frostbite:0,skill_2:1292,team_buff:2221,dx:580,ds:676
