-,60,_
18769,Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:4055,skill_1:2014,skill_2:3797,skill_4:1292,s4_poison:241,team_buff:3382,dx:2157,ds:1827
8881,_c_Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:3254,skill_1:1933,skill_4:805,s4_poison:150,team_buff:665,dx:1454,ds:615
-,60,affliction
20635,Dragonyule_Malora,5*,light,axe,7508,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:4847,skill_1:2262,skill_2:4069,skill_4:1380,s4_poison:258,team_buff:3382,dx:2481,ds:1951
10178,_c_Dragonyule_Malora,5*,light,axe,6845,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:3887,skill_1:2144,skill_4:893,s4_poison:167,team_buff:665,dx:1736,ds:683
-,120,_
18281,Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:4792,skill_1:2516,skill_2:3822,skill_4:1300,s4_poison:243,team_buff:3601,dx:1085,ds:919
8726,_c_Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:3421,skill_1:1934,skill_4:1209,s4_poison:150,team_buff:666,dx:727,ds:616
-,120,affliction
19927,Dragonyule_Malora,5*,light,axe,7508,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:5604,skill_1:2743,skill_2:4096,skill_4:1389,s4_poison:259,team_buff:3601,dx:1249,ds:982
9958,_c_Dragonyule_Malora,5*,light,axe,6845,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 25% poison uptime,attack:4086,skill_1:2145,skill_4:1341,s4_poison:167,team_buff:666,dx:868,ds:683
-,180,_
18810,Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & buff all team>,c4fsf c5 c4 s1; 31% poison uptime,attack:4815,skill_1:2641,skill_2:4462,skill_4:1735,s4_poison:291,team_buff:3417,dx:782,ds:663
8078,_c_Dragonyule_Malora,5*,light,axe,6828,Summer_Paladyns,Primal_Crisis,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & buff all team>,c4fsf c5 c4 s1; 33% poison uptime,attack:3527,skill_1:1934,skill_4:1074,s4_poison:200,team_buff:444,dx:484,ds:410
-,180,affliction
20434,Dragonyule_Malora,5*,light,axe,7508,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 31% poison uptime,attack:5601,skill_1:2858,skill_2:4781,skill_4:1853,s4_poison:311,team_buff:3417,dx:900,ds:708
9252,_c_Dragonyule_Malora,5*,light,axe,6845,Resounding_Rendition,Spirit_of_the_Season,Daikokuten,HDT2,Blade,Dagger,Peony,Weapon,Ranzal,!<hit15 & hp70 & hp100 & buff all team>,c4fsf c5 c4 s1; 33% poison uptime,attack:4213,skill_1:2145,skill_4:1191,s4_poison:222,team_buff:444,dx:579,ds:455
