-,sp,_
17721,_c_Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & always in a1>,4 GCleo,attack:4253,force_strike:0,skill_1:12111,skill_2:1743
-,sp,db
41921,Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & always in a1>,4 GCleo,attack:9103,force_strike:0,skill_1:28738,skill_2:4079
17223,_c_Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & always in a1>,4 GCleo,attack:3757,force_strike:0,skill_1:11770,skill_2:1694
-,sp,kdb
46113,Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & always in a1>,4 GCleo,attack:11015,force_strike:0,skill_1:31611,skill_2:4486
18945,_c_Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & always in a1>,4 GCleo,attack:4547,force_strike:0,skill_1:12947,skill_2:1863
-,sp,rdb
41921,Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & always in a1>,4 GCleo,attack:9103,force_strike:0,skill_1:28738,skill_2:4079
17223,_c_Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & always in a1>,4 GCleo,attack:3757,force_strike:0,skill_1:11770,skill_2:1694
-,sp,krdb
46113,Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],<hit15 & always in a1>,4 GCleo,attack:11015,force_strike:0,skill_1:31611,skill_2:4486
18945,_c_Gala_Cleo,5*,shadow,wand,4799,[Candy_Couriers+Primal_Crisis][Shinobi][Agito],!<hit15 & always in a1>,4 GCleo,attack:4547,force_strike:0,skill_1:12947,skill_2:1863
