-,sp,_
20822,Erik,3*,shadow,axe,5935,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<hp100>,100% poison uptime,attack:3843,force_strike:569,skill_1:10838,skill_2:5570,simulated_poison:0
18508,_c_Erik,3*,shadow,axe,5276,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<hp100>,100% poison uptime,attack:3416,force_strike:506,skill_1:9634,skill_2:4951,simulated_poison:0
-,sp,k
22904,Erik,3*,shadow,axe,5935,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<hp100>,100% poison uptime,attack:4650,force_strike:626,skill_1:11922,skill_2:6127,simulated_poison:0
20359,_c_Erik,3*,shadow,axe,5276,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<hp100>,100% poison uptime,attack:4133,force_strike:557,skill_1:10597,skill_2:5446,simulated_poison:0
-,sp,r
23283,Erik,3*,shadow,axe,5935,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<hp100>,100% poison uptime,attack:3843,force_strike:569,skill_1:12464,skill_2:6405,simulated_poison:0
20696,_c_Erik,3*,shadow,axe,5276,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<hp100>,100% poison uptime,attack:3416,force_strike:506,skill_1:11079,skill_2:5693,simulated_poison:0
-,sp,kr
25612,Erik,3*,shadow,axe,5935,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],<hp100>,100% poison uptime,attack:4650,force_strike:626,skill_1:13710,skill_2:7046,simulated_poison:0
22766,_c_Erik,3*,shadow,axe,5276,[Kung_Fu_Masters+The_Fires_of_Hate][Shinobi][Agito],!<hp100>,100% poison uptime,attack:4133,force_strike:557,skill_1:12187,skill_2:6263,simulated_poison:0
-,sp,d
