-,sp,_
11866,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1498,force_strike:664,skill_1:3142,skill_2:1573,team_energy:553,dx:3263,ds:1168
10995,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1383,force_strike:613,skill_1:2900,skill_2:1452,team_energy:553,dx:3012,ds:1078
-,sp,k
12997,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1813,force_strike:731,skill_1:3456,skill_2:1730,team_energy:553,dx:3590,ds:1285
12040,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1673,force_strike:674,skill_1:3190,skill_2:1597,team_energy:553,dx:3314,ds:1186
-,sp,r
12748,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1498,force_strike:664,skill_1:3613,skill_2:1809,team_energy:553,dx:3263,ds:1343
11810,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1383,force_strike:613,skill_1:3335,skill_2:1669,team_energy:553,dx:3012,ds:1240
-,sp,kr
13968,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1813,force_strike:731,skill_1:3975,skill_2:1989,team_energy:553,dx:3590,ds:1478
12936,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1673,force_strike:674,skill_1:3669,skill_2:1836,team_energy:553,dx:3314,ds:1364
-,sp,d
12571,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1598,force_strike:709,skill_1:3352,skill_2:1678,team_energy:553,dx:3445,ds:1233
11647,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1475,force_strike:654,skill_1:3094,skill_2:1548,team_energy:553,dx:3180,ds:1138
-,sp,kd
13773,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1934,force_strike:780,skill_1:3687,skill_2:1845,team_energy:553,dx:3789,ds:1356
12756,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1785,force_strike:720,skill_1:3403,skill_2:1703,team_energy:553,dx:3498,ds:1252
-,sp,rd
13511,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1598,force_strike:709,skill_1:3855,skill_2:1929,team_energy:553,dx:3445,ds:1418
12514,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1475,force_strike:654,skill_1:3558,skill_2:1781,team_energy:553,dx:3180,ds:1309
-,sp,krd
14806,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1934,force_strike:780,skill_1:4240,skill_2:2122,team_energy:553,dx:3789,ds:1560
13710,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1785,force_strike:720,skill_1:3914,skill_2:1959,team_energy:553,dx:3498,ds:1440
-,sp,b
12318,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1492,force_strike:454,skill_1:3277,skill_2:1443,team_energy:693,dx:3469,ds:1487
11424,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1377,force_strike:419,skill_1:3025,skill_2:1332,team_energy:693,dx:3202,ds:1372
-,sp,kb
13481,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1805,force_strike:499,skill_1:3605,skill_2:1588,team_energy:693,dx:3815,ds:1635
12497,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1666,force_strike:461,skill_1:3328,skill_2:1466,team_energy:693,dx:3522,ds:1509
-,sp,rb
13249,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1492,force_strike:454,skill_1:3769,skill_2:1660,team_energy:693,dx:3469,ds:1710
12284,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1377,force_strike:419,skill_1:3479,skill_2:1532,team_energy:693,dx:3202,ds:1578
-,sp,krb
14505,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1805,force_strike:499,skill_1:4146,skill_2:1826,team_energy:693,dx:3815,ds:1881
13443,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1666,force_strike:461,skill_1:3827,skill_2:1685,team_energy:693,dx:3522,ds:1736
-,sp,db
13039,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1591,force_strike:484,skill_1:3496,skill_2:1540,team_energy:693,dx:3661,ds:1569
12089,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1469,force_strike:447,skill_1:3227,skill_2:1421,team_energy:693,dx:3380,ds:1449
-,sp,kdb
14273,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1926,force_strike:533,skill_1:3846,skill_2:1694,team_energy:693,dx:4028,ds:1726
13229,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1778,force_strike:492,skill_1:3550,skill_2:1563,team_energy:693,dx:3718,ds:1593
-,sp,rdb
14030,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1591,force_strike:484,skill_1:4021,skill_2:1771,team_energy:693,dx:3661,ds:1805
13004,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1469,force_strike:447,skill_1:3711,skill_2:1634,team_energy:693,dx:3380,ds:1666
-,sp,krdb
15363,Audric,4*,shadow,sword,4901,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],<hp70>,,attack:1926,force_strike:533,skill_1:4423,skill_2:1948,team_energy:693,dx:4028,ds:1985
14235,_c_Audric,4*,shadow,sword,4524,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][Agito],!<hp70>,,attack:1778,force_strike:492,skill_1:4083,skill_2:1798,team_energy:693,dx:3718,ds:1833
