-,60,_
11309,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3158,skill_1:2922,team_energy:82,dx:4111,ds:1033
8548,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2449,skill_1:2209,dx:3108,ds:781
-,60,affliction
11309,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3158,skill_1:2922,team_energy:82,dx:4111,ds:1033
8548,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2449,skill_1:2209,dx:3108,ds:781
-,120,_
13165,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3403,skill_1:3308,skill_4:1488,team_buff:745,team_energy:124,dx:2773,ds:1321
9406,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2608,skill_1:2506,skill_4:1149,dx:2121,ds:1020
-,120,affliction
13165,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3403,skill_1:3308,skill_4:1488,team_buff:745,team_energy:124,dx:2773,ds:1321
9406,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2608,skill_1:2506,skill_4:1149,dx:2121,ds:1020
-,180,_
13965,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3561,skill_1:3502,skill_4:1495,team_buff:1497,team_energy:110,dx:3006,ds:790
9437,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2726,skill_1:2659,skill_4:1154,dx:2290,ds:604
-,180,affliction
13965,Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,<hit10 & hit15 & buff all team>,,attack:3561,skill_1:3502,skill_4:1495,team_buff:1497,team_energy:110,dx:3006,ds:790
9437,_c_Dragonyule_Xander,4*,water,wand,7473,Candy_Couriers,Primal_Crisis,Leviathan,Agito1,Dagger2,Blade,Thaniel,Gala_Elisanne,Eugene,!<hit10 & hit15 & buff all team>,,attack:2726,skill_1:2659,skill_4:1154,dx:2290,ds:604
